locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
WA5_RS08145,alaS,NC_020519.1,WA5_1570,1727381.0,1730047.0,-,alanine--tRNA ligase,"Translation, ribosomal structure and biogenesis",Q8NQ22,Op1000
WA5_RS08150,WA5_RS08150,NC_020519.1,WA5_1571,1730162.0,1731541.0,-,replication-associated recombination protein A,"Replication, recombination and repair",,Op1001
WA5_RS08155,WA5_RS08155,NC_020519.1,WA5_1572,1731595.0,1732794.0,-,phosphotransferase,Function unknown,,Op1002
WA5_RS08160,aspS,NC_020519.1,WA5_1573,1732984.0,1734810.0,-,aspartate--tRNA ligase,"Translation, ribosomal structure and biogenesis",Q8NQ19,Op1003
WA5_RS08165,WA5_RS08165,NC_020519.1,WA5_1574,1735124.0,1735948.0,+,zinc metallopeptidase,Function unknown,,Op1004
WA5_RS08170,WA5_RS08170,NC_020519.1,WA5_1575,1736000.0,1738660.0,-,DEAD/DEAH box helicase,"Replication, recombination and repair",,Op1005
WA5_RS08175,WA5_RS08175,NC_020519.1,WA5_1576,1738709.0,1740568.0,-,YhgE/Pip domain-containing protein,Function unknown,Q8NQ16,Op1005
WA5_RS08180,WA5_RS08180,NC_020519.1,WA5_1577,1740568.0,1741218.0,-,hypothetical protein,Inorganic ion transport and metabolism,R0I068,Op1005
WA5_RS08185,WA5_RS08185,NC_020519.1,WA5_1578,1741312.0,1741908.0,+,TetR/AcrR family transcriptional regulator,Transcription,Q8NQ14,Op1006
WA5_RS08190,WA5_RS08190,NC_020519.1,WA5_1579,1741892.0,1742608.0,+,hypothetical protein,Function unknown,Q8NQ13,Op1006
WA5_RS08195,WA5_RS08195,NC_020519.1,WA5_1580,1742700.0,1743815.0,+,LLM class flavin-dependent oxidoreductase,Energy production and conversion,Q8NQ12,Op1007
WA5_RS08205,WA5_RS08205,NC_020519.1,,1743842.0,1744521.0,+,FMN reductase,No COG annotation,,Op1008
WA5_RS08210,WA5_RS08210,NC_020519.1,WA5_1583,1744883.0,1746232.0,+,L-serine ammonia-lyase,Amino acid transport and metabolism,A0A6M4Q0X9,Op1009
WA5_RS08215,WA5_RS08215,NC_020519.1,WA5_1584,1746229.0,1747917.0,-,glycerol-3-phosphate dehydrogenase/oxidase,Energy production and conversion,,Op1010
WA5_RS08220,hisS,NC_020519.1,WA5_1585,1747986.0,1749275.0,-,histidine--tRNA ligase,"Translation, ribosomal structure and biogenesis",Q8NQ07,Op1011
WA5_RS08225,WA5_RS08225,NC_020519.1,WA5_1586,1749321.0,1749962.0,-,MBL fold metallo-hydrolase,Function unknown,A0A6M4Q1X9,Op1012
WA5_RS08230,WA5_RS08230,NC_020519.1,WA5_1587,1750093.0,1750935.0,+,peptidylprolyl isomerase,"Post-translational modification, protein turnover, and chaperones",,Op1013
WA5_RS08235,WA5_RS08235,NC_020519.1,WA5_1588,1751496.0,1752053.0,+,putative Ig domain-containing protein,No COG annotation,,Op1014
WA5_RS08240,WA5_RS08240,NC_020519.1,WA5_1589,1752254.0,1752529.0,+,hypothetical protein,No COG annotation,,Op1015
WA5_RS08245,WA5_RS08245,NC_020519.1,WA5_1590,1752611.0,1754893.0,-,bifunctional (p)ppGpp synthetase/guanosine-3'%2C5'-bis(diphosphate) 3'-pyrophosphohydrolase,Transcription,A0A1B4WLS9,Op1016
WA5_RS08250,WA5_RS08250,NC_020519.1,WA5_1591,1754921.0,1755478.0,-,adenine phosphoribosyltransferase,Nucleotide transport and metabolism,O87330,Op1016
WA5_RS08255,WA5_RS08255,NC_020519.1,WA5_1592,1755482.0,1757083.0,-,peptide ABC transporter,Amino acid transport and metabolism,A0A1Q3DQU3,Op1016
WA5_RS08260,secF,NC_020519.1,WA5_1593,1757585.0,1758796.0,-,protein translocase subunit SecF,"Intracellular trafficking, secretion, and vesicular transport",H7C661,Op1017
WA5_RS08265,secD,NC_020519.1,WA5_1594,1758799.0,1760712.0,-,protein translocase subunit SecD,"Intracellular trafficking, secretion, and vesicular transport",Q9AE07,Op1017
WA5_RS08270,yajC,NC_020519.1,WA5_1595,1761001.0,1761366.0,-,preprotein translocase subunit YajC,"Intracellular trafficking, secretion, and vesicular transport",H7C6B3,Op1018
WA5_RS08275,ruvB,NC_020519.1,WA5_1596,1761415.0,1762506.0,-,Holliday junction branch migration DNA helicase RuvB,"Replication, recombination and repair",R0JS58,Op1019
WA5_RS08280,ruvA,NC_020519.1,WA5_1597,1762513.0,1763133.0,-,Holliday junction branch migration protein RuvA,"Replication, recombination and repair",A0A1Q6BIN0,Op1019
WA5_RS08285,ruvC,NC_020519.1,WA5_1598,1763173.0,1763838.0,-,crossover junction endodeoxyribonuclease RuvC,"Replication, recombination and repair",Q9AE11,Op1019
WA5_RS08290,WA5_RS08290,NC_020519.1,WA5_1599,1763986.0,1764741.0,-,YebC/PmpR family DNA-binding transcriptional regulator,Transcription,Q8NPZ8,Op1020
WA5_RS08295,WA5_RS08295,NC_020519.1,WA5_1600,1765011.0,1765859.0,-,acyl-CoA thioesterase II,Lipid transport and metabolism,A0A0U4QB26,Op1021
WA5_RS08300,WA5_RS08300,NC_020519.1,WA5_1601,1765968.0,1766444.0,+,DUF3817 domain-containing protein,Function unknown,Q8NPZ6,Op1022
WA5_RS08305,WA5_RS08305,NC_020519.1,WA5_1602,1766483.0,1766947.0,-,hypothetical protein,Function unknown,R0I010,Op1023
WA5_RS08310,WA5_RS08310,NC_020519.1,WA5_1603,1766944.0,1768029.0,-,glycosyltransferase family 4 protein,Cell wall/membrane/envelope biogenesis,Q8NPZ4,Op1023
WA5_RS08315,WA5_RS08315,NC_020519.1,WA5_1604,1768030.0,1768995.0,-,phosphatidylinositol mannoside acyltransferase,Cell wall/membrane/envelope biogenesis,Q8NPZ3,Op1023
WA5_RS08320,WA5_RS08320,NC_020519.1,WA5_1605,1769018.0,1769677.0,-,CDP-alcohol phosphatidyltransferase family protein,Lipid transport and metabolism,R0JCN3,Op1023
WA5_RS08325,WA5_RS08325,NC_020519.1,WA5_1606,1769677.0,1770315.0,-,HIT domain-containing protein,Nucleotide transport and metabolism,A0A1L6WG49,Op1023
WA5_RS08330,thrS,NC_020519.1,WA5_1607,1770323.0,1772383.0,-,threonine--tRNA ligase,"Translation, ribosomal structure and biogenesis",A0A1R4GKW8,Op1023
WA5_RS08335,WA5_RS08335,NC_020519.1,WA5_1608,1772654.0,1773862.0,-,Dyp-type peroxidase,Inorganic ion transport and metabolism,Q8NPY9,Op1024
WA5_RS08340,WA5_RS08340,NC_020519.1,WA5_1609,1773889.0,1774437.0,-,copper chaperone PCu(A)C,Function unknown,Q8NPY8,Op1024
WA5_RS08345,WA5_RS08345,NC_020519.1,WA5_1610,1774453.0,1775073.0,-,copper resistance protein CopC,Function unknown,,Op1024
WA5_RS08385,WA5_RS08385,,,,,,,No COG annotation,,
WA5_RS08390,WA5_RS08390,NC_020519.1,WA5_1612,1779550.0,1780113.0,-,hypothetical protein,No COG annotation,,Op1026
WA5_RS08395,WA5_RS08395,NC_020519.1,WA5_1613,1780503.0,1780829.0,-,alpha/beta hydrolase,Function unknown,,Op1027
WA5_RS08400,WA5_RS08400,NC_020519.1,WA5_1614,1781015.0,1781578.0,-,GNAT family N-acetyltransferase,Transcription,,Op1028
WA5_RS08405,WA5_RS08405,NC_020519.1,WA5_1615,1781923.0,1782792.0,+,hypothetical protein,No COG annotation,,Op1029
WA5_RS08410,WA5_RS08410,NC_020519.1,WA5_1616,1782890.0,1785472.0,-,hypothetical protein,Carbohydrate transport and metabolism,Q8NPY1,Op1030
WA5_RS08415,WA5_RS08415,NC_020519.1,WA5_1617,1785728.0,1786843.0,-,hypothetical protein,Function unknown,Q8NPY0,Op1031
WA5_RS08420,WA5_RS08420,NC_020519.1,WA5_1618,1786903.0,1788828.0,-,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",Q8NPX9,Op1032
WA5_RS08425,WA5_RS08425,NC_020519.1,WA5_1619,1789079.0,1789564.0,+,hypothetical protein,No COG annotation,Q8NPX8,Op1033
WA5_RS08430,WA5_RS08430,NC_020519.1,WA5_1620,1789579.0,1789770.0,+,hypothetical protein,No COG annotation,Q8NPX7,Op1033
WA5_RS08435,WA5_RS08435,NC_020519.1,WA5_1621,1789832.0,1790059.0,+,hypothetical protein,No COG annotation,,Op1034
WA5_RS08440,WA5_RS08440,,,,,,,No COG annotation,,
WA5_RS08445,WA5_RS08445,NC_020519.1,WA5_1623,1791841.0,1792440.0,+,ABC transporter ATP-binding protein,Defense mechanisms,Q8NPX4,Op1036
WA5_RS08450,WA5_RS08450,,,,,,,No COG annotation,,
WA5_RS08455,WA5_RS08455,NC_020519.1,WA5_1625,1793713.0,1794822.0,+,hypothetical protein,Cell wall/membrane/envelope biogenesis,Q8NPX1,Op1037
WA5_RS08460,WA5_RS08460,NC_020519.1,,1794823.0,1795623.0,+,T3SS effector HopA1 family protein,No COG annotation,,Op1037
WA5_RS08465,WA5_RS08465,NC_020519.1,WA5_1626,1795665.0,1796183.0,+,phosphopantothenoylcysteine synthase,Coenzyme transport and metabolism,,Op1037
WA5_RS08470,WA5_RS08470,NC_020519.1,WA5_1627,1796185.0,1797051.0,+,hypothetical protein,No COG annotation,,Op1037
WA5_RS16135,WA5_RS16135,NC_020519.1,,1797181.0,1797339.0,+,hypothetical protein,No COG annotation,,Op1038
WA5_RS08475,WA5_RS08475,NC_020519.1,WA5_1628,1797349.0,1797771.0,+,hypothetical protein,No COG annotation,Q8NPW7,Op1038
WA5_RS08480,WA5_RS08480,,,,,,,No COG annotation,,
WA5_RS08485,WA5_RS08485,NC_020519.1,WA5_1630,1799139.0,1799408.0,+,NADAR domain-containing protein,"Post-translational modification, protein turnover, and chaperones",,Op1040
WA5_RS08490,WA5_RS08490,,,,,,,No COG annotation,,
WA5_RS16140,WA5_RS16140,NC_020519.1,,1800445.0,1800585.0,-,hypothetical protein,No COG annotation,,Op1042
WA5_RS08495,WA5_RS08495,NC_020519.1,WA5_1632,1800872.0,1801309.0,+,hypothetical protein,No COG annotation,,Op1043
WA5_RS08500,WA5_RS08500,NC_020519.1,WA5_1633,1801493.0,1802098.0,+,hypothetical protein,No COG annotation,,Op1044
WA5_RS08505,WA5_RS08505,NC_020519.1,WA5_1634,1802151.0,1802576.0,-,hypothetical protein,No COG annotation,Q8NPV9,Op1045
WA5_RS08510,WA5_RS08510,NC_020519.1,WA5_1635,1802888.0,1803421.0,+,putative Ig domain-containing protein,No COG annotation,,Op1046
WA5_RS08515,WA5_RS08515,NC_020519.1,WA5_1636,1803629.0,1803895.0,+,hypothetical protein,No COG annotation,,Op1047
WA5_RS08520,WA5_RS08520,NC_020519.1,WA5_1637,1804133.0,1804600.0,+,hypothetical protein,No COG annotation,Q8NPV6,Op1048
WA5_RS08525,WA5_RS08525,NC_020519.1,WA5_1638,1804628.0,1804867.0,+,hypothetical protein,No COG annotation,Q8NPV5,Op1048
WA5_RS08530,WA5_RS08530,NC_020519.1,WA5_1639,1804987.0,1805601.0,+,hypothetical protein,No COG annotation,,Op1049
WA5_RS08535,WA5_RS08535,,,,,,,No COG annotation,,
WA5_RS08540,WA5_RS08540,NC_020519.1,WA5_1641,1806940.0,1807398.0,+,hypothetical protein,No COG annotation,,Op1051
WA5_RS08545,WA5_RS08545,,,,,,,No COG annotation,,
WA5_RS08550,WA5_RS08550,NC_020519.1,WA5_1643,1808136.0,1808423.0,+,hypothetical protein,No COG annotation,Q8NPV0,Op1052
WA5_RS08555,WA5_RS08555,NC_020519.1,WA5_1644,1808499.0,1808834.0,+,hypothetical protein,No COG annotation,,Op1053
WA5_RS08560,WA5_RS08560,NC_020519.1,WA5_1645,1809760.0,1810374.0,+,recombinase family protein,"Replication, recombination and repair",Q8NPU8,Op1054
WA5_RS08565,WA5_RS08565,NC_020519.1,WA5_1646,1810552.0,1811547.0,+,trypsin-like serine protease,"Post-translational modification, protein turnover, and chaperones",,Op1055
WA5_RS08570,WA5_RS08570,NC_020519.1,WA5_1647,1811563.0,1811940.0,+,hypothetical protein,No COG annotation,Q8NPU6,Op1055
WA5_RS08575,WA5_RS08575,NC_020519.1,WA5_1648,1812214.0,1812693.0,+,dual specificity protein phosphatase family protein,Signal transduction mechanisms,Q8NPU5,Op1056
WA5_RS08580,WA5_RS08580,NC_020519.1,WA5_1649,1812880.0,1813608.0,+,hypothetical protein,No COG annotation,Q8NPU4,Op1057
WA5_RS08585,WA5_RS08585,NC_020519.1,WA5_1650,1813779.0,1814519.0,+,FadR family transcriptional regulator,Transcription,Q8NPU3,Op1058
WA5_RS08590,WA5_RS08590,NC_020519.1,WA5_1651,1814886.0,1815653.0,+,hypothetical protein,Cell wall/membrane/envelope biogenesis,,Op1059
WA5_RS08595,WA5_RS08595,NC_020519.1,WA5_1652,1815672.0,1816130.0,+,hypothetical protein,No COG annotation,Q8NPU1,Op1059
WA5_RS08600,WA5_RS08600,NC_020519.1,WA5_1653,1816450.0,1816638.0,+,hypothetical protein,No COG annotation,Q8NPU0,Op1060
WA5_RS08605,WA5_RS08605,NC_020519.1,WA5_1654,1817182.0,1817805.0,+,hypothetical protein,No COG annotation,,Op1061
WA5_RS08610,WA5_RS08610,NC_020519.1,WA5_1655,1817802.0,1818221.0,+,hypothetical protein,No COG annotation,,Op1061
WA5_RS08615,WA5_RS08615,,,,,,,No COG annotation,,
WA5_RS08620,WA5_RS08620,NC_020519.1,,1819744.0,1819953.0,-,hypothetical protein,No COG annotation,Q8NPT5,Op1063
WA5_RS08625,WA5_RS08625,NC_020519.1,WA5_1658,1820177.0,1822381.0,-,KAP family P-loop domain protein,Function unknown,,Op1064
WA5_RS08630,WA5_RS08630,,,,,,,No COG annotation,,
WA5_RS08635,WA5_RS08635,NC_020519.1,WA5_1660,1824370.0,1824591.0,+,hypothetical protein,No COG annotation,Q8NPT2,Op1066
WA5_RS08640,WA5_RS08640,NC_020519.1,WA5_1661,1825174.0,1825605.0,-,hypothetical protein,No COG annotation,Q8NPT0,Op1067
WA5_RS08645,WA5_RS08645,NC_020519.1,WA5_1662,1825747.0,1826654.0,-,IS3 family transposase,No COG annotation,,Op1068
WA5_RS08660,WA5_RS08660,NC_020519.1,WA5_1666,1830764.0,1832065.0,+,hypothetical protein,No COG annotation,Q8NPS5,Op1069
WA5_RS08665,WA5_RS08665,NC_020519.1,WA5_1667,1832184.0,1834046.0,+,DHH family phosphoesterase,"Replication, recombination and repair",,Op1070
WA5_RS08670,WA5_RS08670,NC_020519.1,WA5_1668,1834145.0,1834927.0,-,hypothetical protein,No COG annotation,Q8NPS3,Op1071
WA5_RS08675,WA5_RS08675,NC_020519.1,WA5_1669,1836551.0,1838326.0,+,phage/plasmid primase%2C P4 family,Function unknown,,Op1072
WA5_RS08680,WA5_RS08680,,,,,,,No COG annotation,,
WA5_RS08685,WA5_RS08685,NC_020519.1,WA5_1671,1842234.0,1842683.0,+,VRR-NUC domain-containing protein,No COG annotation,Q8NPS0,Op1073
WA5_RS08690,WA5_RS08690,NC_020519.1,WA5_1672,1842920.0,1843339.0,+,hypothetical protein,No COG annotation,,Op1074
WA5_RS08695,WA5_RS08695,NC_020519.1,WA5_1673,1843517.0,1845358.0,+,DEAD/DEAH box helicase,Transcription,Q8NPR8,Op1075
WA5_RS08700,WA5_RS08700,,,,,,,No COG annotation,,
WA5_RS08705,WA5_RS08705,NC_020519.1,WA5_1675,1845871.0,1846209.0,+,DUF4406 domain-containing protein,Function unknown,Q8NPR6,Op1076
WA5_RS08710,WA5_RS08710,NC_020519.1,WA5_1676,1846329.0,1846679.0,-,Lsr2 family protein,Function unknown,,Op1077
WA5_RS08715,WA5_RS08715,,,,,,,No COG annotation,,
WA5_RS08720,WA5_RS08720,NC_020519.1,WA5_1678,1847937.0,1848476.0,+,hypothetical protein,No COG annotation,Q8NPR3,Op1078
WA5_RS08725,WA5_RS08725,NC_020519.1,WA5_1679,1848508.0,1849038.0,+,hypothetical protein,No COG annotation,Q8NPR2,Op1078
WA5_RS08730,WA5_RS08730,NC_020519.1,WA5_1680,1849038.0,1849787.0,+,hypothetical protein,No COG annotation,,Op1078
WA5_RS08735,WA5_RS08735,NC_020519.1,WA5_1681,1849780.0,1849968.0,+,hypothetical protein,No COG annotation,Q8NPR0,Op1078
WA5_RS08740,WA5_RS08740,NC_020519.1,,1850073.0,1850408.0,+,hypothetical protein,No COG annotation,,Op1079
WA5_RS08745,WA5_RS08745,NC_020519.1,WA5_1682,1850470.0,1851048.0,-,LysM peptidoglycan-binding domain-containing protein,Cell wall/membrane/envelope biogenesis,Q8NPQ8,Op1080
WA5_RS08750,WA5_RS08750,,,,,,,No COG annotation,,
WA5_RS08755,WA5_RS08755,,,,,,,No COG annotation,,
WA5_RS08760,WA5_RS08760,NC_020519.1,WA5_1685,1854281.0,1854856.0,+,hypothetical protein,No COG annotation,,Op1083
WA5_RS08765,WA5_RS08765,NC_020519.1,WA5_1686,1855057.0,1855239.0,+,gyrase inhibitor Gip,No COG annotation,Q8NPQ4,Op1084
WA5_RS08770,WA5_RS08770,NC_020519.1,WA5_1687,1855531.0,1856790.0,+,AAA family ATPase,Transcription,Q8NPQ3,Op1085
WA5_RS08775,WA5_RS08775,,,,,,,No COG annotation,,
WA5_RS08780,WA5_RS08780,NC_020519.1,WA5_1689,1858948.0,1860729.0,+,AAA family ATPase,"Post-translational modification, protein turnover, and chaperones",,Op1086
WA5_RS08785,WA5_RS08785,NC_020519.1,WA5_1690,1860751.0,1861227.0,+,hypothetical protein,No COG annotation,Q8NPQ0,Op1086
WA5_RS16285,WA5_RS16285,NC_020519.1,WA5_1691,1861319.0,1861477.0,+,hypothetical protein,No COG annotation,Q8NPP9,Op1087
WA5_RS16495,WA5_RS16495,NC_020519.1,,1861534.0,1865301.0,+,ATP-dependent helicase,"Replication, recombination and repair",,Op1088
WA5_RS16500,WA5_RS16500,,,,,,,No COG annotation,,
WA5_RS08805,WA5_RS08805,NC_020519.1,WA5_1694,1865841.0,1866221.0,+,hypothetical protein,No COG annotation,Q8NPP4,Op1090
WA5_RS08810,WA5_RS08810,,,,,,,No COG annotation,,
WA5_RS08815,WA5_RS08815,NC_020519.1,WA5_1696,1866831.0,1867097.0,+,hypothetical protein,No COG annotation,Q8NPP2,Op1091
WA5_RS08820,WA5_RS08820,NC_020519.1,WA5_1697,1867097.0,1867876.0,+,NUDIX domain-containing protein,"Replication, recombination and repair",Q8NPP1,Op1091
WA5_RS08825,WA5_RS08825,NC_020519.1,WA5_1698,1867885.0,1868589.0,+,hypothetical protein,Coenzyme transport and metabolism,Q8NPP0,Op1091
WA5_RS08830,WA5_RS08830,NC_020519.1,WA5_1699,1868667.0,1868894.0,-,hypothetical protein,No COG annotation,Q8NPN9,Op1092
WA5_RS08835,WA5_RS08835,NC_020519.1,WA5_1700,1868923.0,1871043.0,-,hypothetical protein,No COG annotation,,Op1092
WA5_RS08840,WA5_RS08840,NC_020519.1,WA5_1701,1871097.0,1871330.0,-,hypothetical protein,No COG annotation,,Op1093
WA5_RS08845,WA5_RS08845,NC_020519.1,WA5_1702,1871376.0,1877885.0,-,hypothetical protein,Transcription,Q8NPN6,Op1094
WA5_RS08850,WA5_RS08850,NC_020519.1,WA5_1703,1878311.0,1879402.0,+,DNA cytosine methyltransferase,Coenzyme transport and metabolism,,Op1095
WA5_RS08855,WA5_RS08855,NC_020519.1,WA5_1704,1879411.0,1880487.0,+,NgoFVII family restriction endonuclease,"Replication, recombination and repair",Q8NPN4,Op1095
WA5_RS08860,WA5_RS08860,NC_020519.1,WA5_1705,1880528.0,1882387.0,+,DEAD/DEAH box helicase,"Replication, recombination and repair",,Op1095
WA5_RS08865,WA5_RS08865,NC_020519.1,WA5_1706,1882466.0,1883989.0,-,hypothetical protein,"Intracellular trafficking, secretion, and vesicular transport",Q8NPN3,Op1096
WA5_RS08870,WA5_RS08870,NC_020519.1,WA5_1707,1884216.0,1884887.0,-,hypothetical protein,No COG annotation,,Op1097
WA5_RS08875,WA5_RS08875,NC_020519.1,WA5_1708,1885229.0,1887049.0,+,zinc-ribbon domain-containing protein,Transcription,Q8NPN1,Op1098
WA5_RS08880,WA5_RS08880,NC_020519.1,WA5_1709,1887404.0,1887592.0,+,hypothetical protein,No COG annotation,Q8NPN0,Op1099
WA5_RS08885,WA5_RS08885,NC_020519.1,WA5_1710,1887684.0,1888010.0,-,helicase,"Replication, recombination and repair",,Op1100
WA5_RS16505,WA5_RS16505,NC_020519.1,,1888227.0,1888598.0,-,hypothetical protein,"Replication, recombination and repair",,Op1101
WA5_RS08895,WA5_RS08895,NC_020519.1,WA5_1712,1890024.0,1891706.0,-,type IV secretory system conjugative DNA transfer family protein,"Intracellular trafficking, secretion, and vesicular transport",,Op1102
WA5_RS08900,WA5_RS08900,NC_020519.1,WA5_1713,1891828.0,1893036.0,-,hypothetical protein,No COG annotation,Q8NPM5,Op1103
WA5_RS08905,WA5_RS08905,NC_020519.1,WA5_1714,1893384.0,1894631.0,-,hypothetical protein,"Intracellular trafficking, secretion, and vesicular transport",,Op1104
WA5_RS08910,WA5_RS08910,NC_020519.1,WA5_1715,1894735.0,1897230.0,-,hypothetical protein,"Cell cycle control, cell division, chromosome partitioning",Q8NPM3,Op1105
WA5_RS08915,WA5_RS08915,NC_020519.1,WA5_1716,1897370.0,1899157.0,-,ATP-dependent Clp protease ATP-binding subunit,"Post-translational modification, protein turnover, and chaperones",Q8NPM2,Op1106
WA5_RS08920,WA5_RS08920,NC_020519.1,WA5_1717,1899229.0,1899807.0,-,DUF456 domain-containing protein,No COG annotation,,Op1107
WA5_RS08925,WA5_RS08925,NC_020519.1,WA5_1718,1899800.0,1900774.0,-,hypothetical protein,Cell wall/membrane/envelope biogenesis,,Op1107
WA5_RS08930,WA5_RS08930,,,,,,,No COG annotation,,
WA5_RS08935,WA5_RS08935,,,,,,,No COG annotation,,
WA5_RS08940,WA5_RS08940,,,,,,,No COG annotation,,
WA5_RS08945,mobL,NC_020519.1,WA5_1722,1905969.0,1906571.0,-,relaxase MobL,No COG annotation,Q8NPL6,Op1111
WA5_RS08950,WA5_RS08950,,,,,,,No COG annotation,,
WA5_RS08955,WA5_RS08955,,,,,,,No COG annotation,,
WA5_RS08960,WA5_RS08960,NC_020519.1,WA5_1725,1908781.0,1909497.0,-,hypothetical protein,No COG annotation,Q8NPL3,Op1114
WA5_RS08965,WA5_RS08965,,,,,,,No COG annotation,,
WA5_RS08970,WA5_RS08970,NC_020519.1,WA5_1727,1910638.0,1912299.0,-,phage tail tip lysozyme,"Cell cycle control, cell division, chromosome partitioning",Q8NPL1,Op1115
WA5_RS08975,WA5_RS08975,,,,,,,No COG annotation,,
WA5_RS08980,WA5_RS08980,,,,,,,No COG annotation,,
WA5_RS08985,WA5_RS08985,NC_020519.1,WA5_1730,1914721.0,1916232.0,-,GIY-YIG nuclease family protein,"Replication, recombination and repair",Q8NPK8,Op1117
WA5_RS08990,WA5_RS08990,NC_020519.1,WA5_1731,1916373.0,1916735.0,+,hypothetical protein,No COG annotation,,Op1118
WA5_RS08995,WA5_RS08995,NC_020519.1,WA5_1732,1916943.0,1917167.0,+,DUF2188 domain-containing protein,Function unknown,Q8NPK6,Op1119
WA5_RS09000,WA5_RS09000,NC_020519.1,WA5_1733,1917325.0,1917513.0,-,hypothetical protein,No COG annotation,,Op1120
WA5_RS16010,WA5_RS16010,NC_020519.1,,1918699.0,1919460.0,-,hypothetical protein,No COG annotation,,Op1121
WA5_RS09010,WA5_RS09010,NC_020519.1,WA5_1735,1919642.0,1920193.0,-,hypothetical protein,No COG annotation,,Op1122
WA5_RS09015,WA5_RS09015,NC_020519.1,WA5_1736,1920343.0,1921275.0,-,DUF3800 domain-containing protein,Function unknown,Q8NPK1,Op1123
WA5_RS09020,WA5_RS09020,,,,,,,No COG annotation,,
WA5_RS09025,WA5_RS09025,NC_020519.1,WA5_1738,1926255.0,1926836.0,-,hypothetical protein,No COG annotation,Q8NPJ9,Op1125
WA5_RS09030,WA5_RS09030,,,,,,,No COG annotation,,
WA5_RS09035,WA5_RS09035,NC_020519.1,WA5_1740,1928246.0,1928383.0,+,methyltransferase,No COG annotation,,Op1127
WA5_RS09045,WA5_RS09045,,,,,,,No COG annotation,,
WA5_RS09055,WA5_RS09055,,,,,,,No COG annotation,,
WA5_RS09060,WA5_RS09060,NC_020519.1,WA5_1745,1931931.0,1932290.0,-,helix-turn-helix domain-containing protein,Transcription,,Op1130
WA5_RS09065,WA5_RS09065,,,,,,,No COG annotation,,
WA5_RS15765,WA5_RS15765,NC_020519.1,WA5_1747,1933518.0,1934357.0,-,Cgl1822 family protein,No COG annotation,,Op1132
WA5_RS09075,WA5_RS09075,NC_020519.1,WA5_1748,1934967.0,1935911.0,-,S49 family peptidase,"Post-translational modification, protein turnover, and chaperones",Q8NPI9,Op1133
WA5_RS09080,WA5_RS09080,,,,,,,No COG annotation,,
WA5_RS16510,WA5_RS16510,NC_020519.1,,1937482.0,1937904.0,-,hypothetical protein,No COG annotation,,Op1135
WA5_RS09095,WA5_RS09095,NC_020519.1,WA5_1752,1938527.0,1938973.0,-,hypothetical protein,No COG annotation,,Op1136
WA5_RS09100,WA5_RS09100,NC_020519.1,WA5_1753,1939193.0,1940137.0,+,hypothetical protein,No COG annotation,,Op1137
WA5_RS09105,WA5_RS09105,NC_020519.1,WA5_1754,1940256.0,1940846.0,+,hypothetical protein,No COG annotation,Q8NPI3,Op1138
WA5_RS09110,WA5_RS09110,NC_020519.1,WA5_1755,1941106.0,1941552.0,+,hypothetical protein,No COG annotation,Q8NPI2,Op1139
WA5_RS09115,WA5_RS09115,NC_020519.1,WA5_1756,1941728.0,1942429.0,-,hypothetical protein,No COG annotation,,Op1140
WA5_RS09120,WA5_RS09120,NC_020519.1,WA5_1757,1942518.0,1942814.0,+,hypothetical protein,No COG annotation,,Op1141
WA5_RS16515,WA5_RS16515,NC_020519.1,,1943688.0,1944566.0,+,hypothetical protein,No COG annotation,,Op1142
WA5_RS09140,WA5_RS09140,NC_020519.1,WA5_1761,1944604.0,1945434.0,-,Cgl1822 family protein,No COG annotation,Q8NPH6,Op1143
WA5_RS09145,WA5_RS09145,NC_020519.1,,1945591.0,1945893.0,-,YPDG domain-containing protein,No COG annotation,,Op1144
WA5_RS09150,WA5_RS09150,NC_020519.1,WA5_1763,1945948.0,1946331.0,-,hypothetical protein,No COG annotation,Q8NPH4,Op1145
WA5_RS09160,WA5_RS09160,NC_020519.1,WA5_1765,1946605.0,1947036.0,-,hypothetical protein,No COG annotation,Q8NPH3,Op1146
WA5_RS09165,WA5_RS09165,NC_020519.1,WA5_1766,1947066.0,1948649.0,-,LGFP repeat-containing protein,Cell wall/membrane/envelope biogenesis,Q8NPH2,Op1146
WA5_RS09170,WA5_RS09170,,,,,,,No COG annotation,,
WA5_RS09175,WA5_RS09175,,,,,,,No COG annotation,,
WA5_RS09180,WA5_RS09180,NC_020519.1,WA5_1769,1952542.0,1954821.0,-,DNA topoisomerase,"Replication, recombination and repair",Q8NPG9,Op1149
WA5_RS09185,WA5_RS09185,NC_020519.1,WA5_1770,1956199.0,1958286.0,-,DEAD/DEAH box helicase family protein,"Replication, recombination and repair",,Op1150
WA5_RS09190,WA5_RS09190,NC_020519.1,WA5_1771,1958446.0,1959339.0,-,pentapeptide repeat-containing protein,Function unknown,Q8NPG7,Op1151
WA5_RS09195,WA5_RS09195,NC_020519.1,WA5_1772,1959761.0,1960174.0,-,MepB family protein,Function unknown,,Op1152
WA5_RS09200,WA5_RS09200,,,,,,,No COG annotation,,
WA5_RS15770,WA5_RS15770,NC_020519.1,WA5_1774,1961110.0,1962966.0,-,LGFP repeat-containing protein,Cell wall/membrane/envelope biogenesis,,Op1153
