locus_tag	gene_name	accession	old_locus_tag	start	end	strand	gene_product	COG	uniprot	operon
WA5_RS08570	WA5_RS08570	NC_020519.1	WA5_1647	1811563	1811940	+	hypothetical protein	X	Q8NPU6	Op1055
WA5_RS08575	WA5_RS08575	NC_020519.1	WA5_1648	1812214	1812693	+	dual specificity protein phosphatase family protein	T	Q8NPU5	Op1056
WA5_RS08580	WA5_RS08580	NC_020519.1	WA5_1649	1812880	1813608	+	hypothetical protein	X	Q8NPU4	Op1057
WA5_RS08585	WA5_RS08585	NC_020519.1	WA5_1650	1813779	1814519	+	FadR family transcriptional regulator	K	Q8NPU3	Op1058
WA5_RS08590	WA5_RS08590	NC_020519.1	WA5_1651	1814886	1815653	+	hypothetical protein	M		Op1059
WA5_RS08595	WA5_RS08595	NC_020519.1	WA5_1652	1815672	1816130	+	hypothetical protein	X	Q8NPU1	Op1059
WA5_RS08600	WA5_RS08600	NC_020519.1	WA5_1653	1816450	1816638	+	hypothetical protein	X	Q8NPU0	Op1060
WA5_RS08605	WA5_RS08605	NC_020519.1	WA5_1654	1817182	1817805	+	hypothetical protein	X		Op1061
WA5_RS08610	WA5_RS08610	NC_020519.1	WA5_1655	1817802	1818221	+	hypothetical protein	X		Op1061
WA5_RS08615	WA5_RS08615	NC_020519.1	WA5_1657	1818797	1819168	+	hypothetical protein	-	Q8NPT6	Op1062
WA5_RS08620	WA5_RS08620	NC_020519.1		1819744	1819953	-	hypothetical protein	X	Q8NPT5	Op1063
WA5_RS08625	WA5_RS08625	NC_020519.1	WA5_1658	1820177	1822381	-	KAP family P-loop domain protein	S		Op1064
WA5_RS08630	WA5_RS08630	NC_020519.1	WA5_1659	1822627	1824324	+	hypothetical protein	-		Op1065
WA5_RS08635	WA5_RS08635	NC_020519.1	WA5_1660	1824370	1824591	+	hypothetical protein	X	Q8NPT2	Op1066
WA5_RS08640	WA5_RS08640	NC_020519.1	WA5_1661	1825174	1825605	-	hypothetical protein	X	Q8NPT0	Op1067
WA5_RS08645	WA5_RS08645	NC_020519.1	WA5_1662	1825747	1826654	-	IS3 family transposase	X		Op1068
WA5_RS08660	WA5_RS08660	NC_020519.1	WA5_1666	1830764	1832065	+	hypothetical protein	X	Q8NPS5	Op1069
WA5_RS08665	WA5_RS08665	NC_020519.1	WA5_1667	1832184	1834046	+	DHH family phosphoesterase	L		Op1070
WA5_RS08670	WA5_RS08670	NC_020519.1	WA5_1668	1834145	1834927	-	hypothetical protein	X	Q8NPS3	Op1071
WA5_RS08675	WA5_RS08675	NC_020519.1	WA5_1669	1836551	1838326	+	phage/plasmid primase%2C P4 family	S		Op1072
WA5_RS08680	WA5_RS08680	NC_020519.1	WA5_1670	1838348	1842139	+	hypothetical protein	-	Q8NPS1	Op1072
WA5_RS08685	WA5_RS08685	NC_020519.1	WA5_1671	1842234	1842683	+	VRR-NUC domain-containing protein	X	Q8NPS0	Op1073
WA5_RS08690	WA5_RS08690	NC_020519.1	WA5_1672	1842920	1843339	+	hypothetical protein	X		Op1074
WA5_RS08695	WA5_RS08695	NC_020519.1	WA5_1673	1843517	1845358	+	DEAD/DEAH box helicase	K	Q8NPR8	Op1075
WA5_RS08700	WA5_RS08700	NC_020519.1	WA5_1674	1845482	1845859	+	hypothetical protein	-	Q8NPR7	Op1076
WA5_RS08705	WA5_RS08705	NC_020519.1	WA5_1675	1845871	1846209	+	DUF4406 domain-containing protein	S	Q8NPR6	Op1076
WA5_RS08710	WA5_RS08710	NC_020519.1	WA5_1676	1846329	1846679	-	Lsr2 family protein	S		Op1077
WA5_RS08715	WA5_RS08715	NC_020519.1	WA5_1677	1847314	1847934	+	hypothetical protein	-		Op1078
WA5_RS08720	WA5_RS08720	NC_020519.1	WA5_1678	1847937	1848476	+	hypothetical protein	X	Q8NPR3	Op1078
WA5_RS08725	WA5_RS08725	NC_020519.1	WA5_1679	1848508	1849038	+	hypothetical protein	X	Q8NPR2	Op1078
WA5_RS08730	WA5_RS08730	NC_020519.1	WA5_1680	1849038	1849787	+	hypothetical protein	X		Op1078
WA5_RS08735	WA5_RS08735	NC_020519.1	WA5_1681	1849780	1849968	+	hypothetical protein	X	Q8NPR0	Op1078
WA5_RS08740	WA5_RS08740	NC_020519.1		1850073	1850408	+	hypothetical protein	X		Op1079
WA5_RS08745	WA5_RS08745	NC_020519.1	WA5_1682	1850470	1851048	-	LysM peptidoglycan-binding domain-containing protein	M	Q8NPQ8	Op1080
WA5_RS08750	WA5_RS08750	NC_020519.1	WA5_1683	1851219	1852442	+	hypothetical protein	-	Q8NPQ7	Op1081
WA5_RS08755	WA5_RS08755	NC_020519.1	WA5_1684	1852595	1853875	+	hypothetical protein	-		Op1082
WA5_RS08760	WA5_RS08760	NC_020519.1	WA5_1685	1854281	1854856	+	hypothetical protein	X		Op1083
WA5_RS08765	WA5_RS08765	NC_020519.1	WA5_1686	1855057	1855239	+	gyrase inhibitor Gip	X	Q8NPQ4	Op1084
WA5_RS08770	WA5_RS08770	NC_020519.1	WA5_1687	1855531	1856790	+	AAA family ATPase	K	Q8NPQ3	Op1085
WA5_RS08775	WA5_RS08775	NC_020519.1	WA5_1688	1856884	1858740	+	hypothetical protein	-		Op1086
WA5_RS08780	WA5_RS08780	NC_020519.1	WA5_1689	1858948	1860729	+	AAA family ATPase	O		Op1086
WA5_RS08785	WA5_RS08785	NC_020519.1	WA5_1690	1860751	1861227	+	hypothetical protein	X	Q8NPQ0	Op1086
WA5_RS16285	WA5_RS16285	NC_020519.1	WA5_1691	1861319	1861477	+	hypothetical protein	X	Q8NPP9	Op1087
WA5_RS16495	WA5_RS16495	NC_020519.1		1861534	1865301	+	ATP-dependent helicase	L		Op1088
WA5_RS16500	WA5_RS16500	NC_020519.1		1865447	1865824	+	hypothetical protein	-		Op1089
WA5_RS08805	WA5_RS08805	NC_020519.1	WA5_1694	1865841	1866221	+	hypothetical protein	X	Q8NPP4	Op1090
WA5_RS08810	WA5_RS08810	NC_020519.1	WA5_1695	1866327	1866794	+	hypothetical protein	-	Q8NPP3	Op1091
WA5_RS08815	WA5_RS08815	NC_020519.1	WA5_1696	1866831	1867097	+	hypothetical protein	X	Q8NPP2	Op1091
WA5_RS08820	WA5_RS08820	NC_020519.1	WA5_1697	1867097	1867876	+	NUDIX domain-containing protein	L	Q8NPP1	Op1091
WA5_RS08825	WA5_RS08825	NC_020519.1	WA5_1698	1867885	1868589	+	hypothetical protein	H	Q8NPP0	Op1091
WA5_RS08830	WA5_RS08830	NC_020519.1	WA5_1699	1868667	1868894	-	hypothetical protein	X	Q8NPN9	Op1092
WA5_RS08835	WA5_RS08835	NC_020519.1	WA5_1700	1868923	1871043	-	hypothetical protein	X		Op1092
WA5_RS08840	WA5_RS08840	NC_020519.1	WA5_1701	1871097	1871330	-	hypothetical protein	X		Op1093
WA5_RS08845	WA5_RS08845	NC_020519.1	WA5_1702	1871376	1877885	-	hypothetical protein	K	Q8NPN6	Op1094
WA5_RS08850	WA5_RS08850	NC_020519.1	WA5_1703	1878311	1879402	+	DNA cytosine methyltransferase	H		Op1095
WA5_RS08855	WA5_RS08855	NC_020519.1	WA5_1704	1879411	1880487	+	NgoFVII family restriction endonuclease	L	Q8NPN4	Op1095
WA5_RS08860	WA5_RS08860	NC_020519.1	WA5_1705	1880528	1882387	+	DEAD/DEAH box helicase	L		Op1095
WA5_RS08865	WA5_RS08865	NC_020519.1	WA5_1706	1882466	1883989	-	hypothetical protein	U	Q8NPN3	Op1096
WA5_RS08870	WA5_RS08870	NC_020519.1	WA5_1707	1884216	1884887	-	hypothetical protein	X		Op1097
WA5_RS08875	WA5_RS08875	NC_020519.1	WA5_1708	1885229	1887049	+	zinc-ribbon domain-containing protein	K	Q8NPN1	Op1098
WA5_RS08880	WA5_RS08880	NC_020519.1	WA5_1709	1887404	1887592	+	hypothetical protein	X	Q8NPN0	Op1099
WA5_RS08885	WA5_RS08885	NC_020519.1	WA5_1710	1887684	1888010	-	helicase	L		Op1100
WA5_RS16505	WA5_RS16505	NC_020519.1		1888227	1888598	-	hypothetical protein	L		Op1101
WA5_RS08895	WA5_RS08895	NC_020519.1	WA5_1712	1890024	1891706	-	type IV secretory system conjugative DNA transfer family protein	U		Op1102
WA5_RS08900	WA5_RS08900	NC_020519.1	WA5_1713	1891828	1893036	-	hypothetical protein	X	Q8NPM5	Op1103
WA5_RS08905	WA5_RS08905	NC_020519.1	WA5_1714	1893384	1894631	-	hypothetical protein	U		Op1104
WA5_RS08910	WA5_RS08910	NC_020519.1	WA5_1715	1894735	1897230	-	hypothetical protein	D	Q8NPM3	Op1105
WA5_RS08915	WA5_RS08915	NC_020519.1	WA5_1716	1897370	1899157	-	ATP-dependent Clp protease ATP-binding subunit	O	Q8NPM2	Op1106
WA5_RS08920	WA5_RS08920	NC_020519.1	WA5_1717	1899229	1899807	-	DUF456 domain-containing protein	X		Op1107
WA5_RS08925	WA5_RS08925	NC_020519.1	WA5_1718	1899800	1900774	-	hypothetical protein	M		Op1107
WA5_RS08930	WA5_RS08930	NC_020519.1	WA5_1719	1901062	1901910	-	hypothetical protein	-	Q8NPL9	Op1108
WA5_RS08935	WA5_RS08935	NC_020519.1	WA5_1720	1902001	1902882	-	hypothetical protein	-	Q8NPL8	Op1109
WA5_RS08940	mobL	NC_020519.1	WA5_1721	1903109	1905877	-	relaxase MobL	-	Q8NPL7	Op1110
WA5_RS08945	mobL	NC_020519.1	WA5_1722	1905969	1906571	-	relaxase MobL	X	Q8NPL6	Op1111
WA5_RS08950	WA5_RS08950	NC_020519.1	WA5_1723	1906660	1907913	-	hypothetical protein	-	Q8NPL5	Op1112
WA5_RS08955	WA5_RS08955	NC_020519.1	WA5_1724	1907961	1908659	-	hypothetical protein	-	Q8NPL4	Op1113
WA5_RS08960	WA5_RS08960	NC_020519.1	WA5_1725	1908781	1909497	-	hypothetical protein	X	Q8NPL3	Op1114
WA5_RS08965	WA5_RS08965	NC_020519.1	WA5_1726	1909497	1910507	-	hypothetical protein	-	Q8NPL2	Op1114
WA5_RS08970	WA5_RS08970	NC_020519.1	WA5_1727	1910638	1912299	-	phage tail tip lysozyme	D	Q8NPL1	Op1115
WA5_RS08975	WA5_RS08975	NC_020519.1	WA5_1728	1912329	1913819	-	hypothetical protein	-		Op1115
WA5_RS08980	WA5_RS08980	NC_020519.1	WA5_1729	1913969	1914328	-	hypothetical protein	-	A0A160PSL4	Op1116
WA5_RS08985	WA5_RS08985	NC_020519.1	WA5_1730	1914721	1916232	-	GIY-YIG nuclease family protein	L	Q8NPK8	Op1117
WA5_RS08990	WA5_RS08990	NC_020519.1	WA5_1731	1916373	1916735	+	hypothetical protein	X		Op1118
WA5_RS08995	WA5_RS08995	NC_020519.1	WA5_1732	1916943	1917167	+	DUF2188 domain-containing protein	S	Q8NPK6	Op1119
WA5_RS09000	WA5_RS09000	NC_020519.1	WA5_1733	1917325	1917513	-	hypothetical protein	X		Op1120
WA5_RS16010	WA5_RS16010	NC_020519.1		1918699	1919460	-	hypothetical protein	X		Op1121
WA5_RS09010	WA5_RS09010	NC_020519.1	WA5_1735	1919642	1920193	-	hypothetical protein	X		Op1122
WA5_RS09015	WA5_RS09015	NC_020519.1	WA5_1736	1920343	1921275	-	DUF3800 domain-containing protein	S	Q8NPK1	Op1123
WA5_RS09020	WA5_RS09020	NC_020519.1	WA5_1737	1921543	1926009	-	ABC transporter permease	-	Q8NPK0	Op1124
WA5_RS09025	WA5_RS09025	NC_020519.1	WA5_1738	1926255	1926836	-	hypothetical protein	X	Q8NPJ9	Op1125
WA5_RS09030	WA5_RS09030	NC_020519.1	WA5_1739	1927241	1928176	-	hypothetical protein	-		Op1126
WA5_RS09035	WA5_RS09035	NC_020519.1	WA5_1740	1928246	1928383	+	methyltransferase	X		Op1127
WA5_RS09045	WA5_RS09045	NC_020519.1	WA5_1742	1929055	1930878	-	hypothetical protein	-	Q8NPJ5	Op1128
WA5_RS09055	WA5_RS09055	NC_020519.1	WA5_1744	1931417	1931878	-	hypothetical protein	-		Op1129
WA5_RS09060	WA5_RS09060	NC_020519.1	WA5_1745	1931931	1932290	-	helix-turn-helix domain-containing protein	K		Op1130
WA5_RS09065	WA5_RS09065	NC_020519.1	WA5_1746	1932369	1932878	-	hypothetical protein	-		Op1131
WA5_RS15765	WA5_RS15765	NC_020519.1	WA5_1747	1933518	1934357	-	Cgl1822 family protein	X		Op1132
WA5_RS09075	WA5_RS09075	NC_020519.1	WA5_1748	1934967	1935911	-	S49 family peptidase	O	Q8NPI9	Op1133
WA5_RS09080	WA5_RS09080	NC_020519.1	WA5_1749	1936282	1936851	+	hypothetical protein	-		Op1134
WA5_RS16510	WA5_RS16510	NC_020519.1		1937482	1937904	-	hypothetical protein	X		Op1135
WA5_RS09095	WA5_RS09095	NC_020519.1	WA5_1752	1938527	1938973	-	hypothetical protein	X		Op1136
WA5_RS09100	WA5_RS09100	NC_020519.1	WA5_1753	1939193	1940137	+	hypothetical protein	X		Op1137
WA5_RS09105	WA5_RS09105	NC_020519.1	WA5_1754	1940256	1940846	+	hypothetical protein	X	Q8NPI3	Op1138
WA5_RS09110	WA5_RS09110	NC_020519.1	WA5_1755	1941106	1941552	+	hypothetical protein	X	Q8NPI2	Op1139
WA5_RS09115	WA5_RS09115	NC_020519.1	WA5_1756	1941728	1942429	-	hypothetical protein	X		Op1140
WA5_RS09120	WA5_RS09120	NC_020519.1	WA5_1757	1942518	1942814	+	hypothetical protein	X		Op1141
WA5_RS16515	WA5_RS16515	NC_020519.1		1943688	1944566	+	hypothetical protein	X		Op1142
WA5_RS09140	WA5_RS09140	NC_020519.1	WA5_1761	1944604	1945434	-	Cgl1822 family protein	X	Q8NPH6	Op1143
WA5_RS09145	WA5_RS09145	NC_020519.1		1945591	1945893	-	YPDG domain-containing protein	X		Op1144
WA5_RS09150	WA5_RS09150	NC_020519.1	WA5_1763	1945948	1946331	-	hypothetical protein	X	Q8NPH4	Op1145
WA5_RS09160	WA5_RS09160	NC_020519.1	WA5_1765	1946605	1947036	-	hypothetical protein	X	Q8NPH3	Op1146
WA5_RS09165	WA5_RS09165	NC_020519.1	WA5_1766	1947066	1948649	-	LGFP repeat-containing protein	M	Q8NPH2	Op1146
WA5_RS09170	WA5_RS09170	NC_020519.1	WA5_1767	1949017	1951449	-	hypothetical protein	-	Q8NPH1	Op1147
WA5_RS09175	WA5_RS09175	NC_020519.1	WA5_1768	1951615	1952484	-	hypothetical protein	-	Q8NPH0	Op1148
WA5_RS09180	WA5_RS09180	NC_020519.1	WA5_1769	1952542	1954821	-	DNA topoisomerase	L	Q8NPG9	Op1149
WA5_RS09185	WA5_RS09185	NC_020519.1	WA5_1770	1956199	1958286	-	DEAD/DEAH box helicase family protein	L		Op1150
WA5_RS09190	WA5_RS09190	NC_020519.1	WA5_1771	1958446	1959339	-	pentapeptide repeat-containing protein	S	Q8NPG7	Op1151
WA5_RS09195	WA5_RS09195	NC_020519.1	WA5_1772	1959761	1960174	-	MepB family protein	S		Op1152
WA5_RS09200	WA5_RS09200	NC_020519.1	WA5_1773	1960367	1961113	-	hypothetical protein	-	A0A6L2RGC5	Op1153
WA5_RS15770	WA5_RS15770	NC_020519.1	WA5_1774	1961110	1962966	-	LGFP repeat-containing protein	M		Op1153
WA5_RS09215	WA5_RS09215	NC_020519.1	WA5_1775	1963135	1963428	-	hypothetical protein	X	Q8NPG4	Op1154
WA5_RS09220	WA5_RS09220	NC_020519.1	WA5_1776	1963510	1964730	-	hypothetical protein	X		Op1155
WA5_RS09225	WA5_RS09225	NC_020519.1	WA5_1777	1964723	1965901	-	hypothetical protein	X	Q8NPG2	Op1155
WA5_RS09230	WA5_RS09230	NC_020519.1	WA5_1778	1965907	1966239	-	hypothetical protein	-		Op1155
WA5_RS09235	WA5_RS09235	NC_020519.1	WA5_1779	1966348	1966986	+	thermonuclease family protein	L		Op1156
WA5_RS16150	WA5_RS16150	NC_020519.1		1967285	1967428	-	hypothetical protein	X		Op1157
WA5_RS09240	WA5_RS09240	NC_020519.1	WA5_1780	1967603	1968169	+	hypothetical protein	X	Q8NPF8	Op1158
WA5_RS09245	WA5_RS09245	NC_020519.1	WA5_1781	1968263	1969717	+	hypothetical protein	X	Q8NPF7	Op1159
WA5_RS09250	WA5_RS09250	NC_020519.1	WA5_1782	1969744	1970205	+	hypothetical protein	X	Q8NPF6	Op1159
WA5_RS09255	WA5_RS09255	NC_020519.1	WA5_1783	1970334	1971476	+	hypothetical protein	X		Op1160
WA5_RS09260	WA5_RS09260	NC_020519.1	WA5_1784	1971671	1973092	+	hypothetical protein	X	Q8NPF4	Op1161
WA5_RS09265	WA5_RS09265	NC_020519.1	WA5_1785	1973146	1973739	+	hypothetical protein	X	Q8NPF3	Op1162
WA5_RS09270	WA5_RS09270	NC_020519.1	WA5_1786	1973808	1974206	+	hypothetical protein	X	Q8NPF2	Op1163
WA5_RS09275	WA5_RS09275	NC_020519.1	WA5_1787	1974266	1974505	+	hypothetical protein	-	Q8NPF1	Op1164
WA5_RS09280	WA5_RS09280	NC_020519.1	WA5_1788	1975170	1975796	+	single-stranded DNA-binding protein	L	Q8NPF0	Op1165
WA5_RS09285	WA5_RS09285	NC_020519.1	WA5_1789	1975915	1976496	+	hypothetical protein	X	Q8NPE9	Op1166
WA5_RS09290	WA5_RS09290	NC_020519.1	WA5_1790	1976521	1976985	+	hypothetical protein	X	Q8NPE8	Op1166
WA5_RS09295	WA5_RS09295	NC_020519.1	WA5_1791	1977042	1977551	+	hypothetical protein	X	Q8NPE7	Op1167
WA5_RS09300	WA5_RS09300	NC_020519.1	WA5_1792	1977771	1978331	+	hypothetical protein	X		Op1168
WA5_RS09305	WA5_RS09305	NC_020519.1	WA5_1793	1978451	1978723	+	hypothetical protein	X		Op1169
WA5_RS09310	WA5_RS09310	NC_020519.1	WA5_1794	1978737	1979219	+	hypothetical protein	X		Op1169
WA5_RS09315	WA5_RS09315	NC_020519.1	WA5_1795	1979238	1979810	+	hypothetical protein	X	Q8NPE3	Op1169
WA5_RS09320	WA5_RS09320	NC_020519.1	WA5_1796	1979994	1980887	+	trypsin-like serine protease	X		Op1170
WA5_RS09325	WA5_RS09325	NC_020519.1	WA5_1797	1980964	1981659	+	hypothetical protein	X	Q8NPE1	Op1171
WA5_RS09330	WA5_RS09330	NC_020519.1	WA5_1798	1981662	1982030	+	hypothetical protein	X	Q8NPE0	Op1171
WA5_RS09335	WA5_RS09335	NC_020519.1	WA5_1799	1982175	1982819	+	hypothetical protein	X		Op1172
WA5_RS16155	WA5_RS16155	NC_020519.1		1982864	1983022	-	hypothetical protein	X		Op1173
WA5_RS09340	WA5_RS09340	NC_020519.1	WA5_1800	1983185	1983550	+	hypothetical protein	X	Q8NPD8	Op1174
WA5_RS09345	WA5_RS09345	NC_020519.1	WA5_1801	1983610	1983885	+	hypothetical protein	X	Q8NPD7	Op1175
WA5_RS09350	WA5_RS09350	NC_020519.1	WA5_1802	1983917	1984183	+	hypothetical protein	X		Op1176
WA5_RS09355	WA5_RS09355	NC_020519.1	WA5_1803	1984216	1984452	+	hypothetical protein	X	Q8NPD5	Op1176
WA5_RS09360	WA5_RS09360	NC_020519.1	WA5_1804	1984494	1984730	+	hypothetical protein	X		Op1177
WA5_RS09365	WA5_RS09365	NC_020519.1	WA5_1805	1985091	1985366	+	hypothetical protein	X	Q8NPD3	Op1178
WA5_RS09370	WA5_RS09370	NC_020519.1	WA5_1806	1985438	1986457	-	tyrosine-type recombinase/integrase	L		Op1179
WA5_RS16015	WA5_RS16015	NC_020519.1		1987466	1988663	-	IS3 family transposase	L		Op1180
WA5_RS09385	WA5_RS09385	NC_020519.1	WA5_1811	1988774	1989604	-	IS5-like element ISCgl6 family transposase	L	A0A0U4QC59	Op1181
WA5_RS09390	WA5_RS09390	NC_020519.1	WA5_1812	1989870	1990763	-	pentapeptide repeat-containing protein	S	Q8NPC6	Op1182
WA5_RS09395	WA5_RS09395	NC_020519.1	WA5_1813	1991185	1991598	-	MepB family protein	S		Op1183
WA5_RS09400	WA5_RS09400	NC_020519.1	WA5_1814	1991791	1992537	-	hypothetical protein	-	A0A6L2RGC5	Op1184
WA5_RS15785	WA5_RS15785	NC_020519.1	WA5_1815	1992534	1994120	-	LGFP repeat-containing protein	M	Q8NPC4	Op1184
WA5_RS09415	WA5_RS09415	NC_020519.1	WA5_1816	1994604	1995197	-	hypothetical protein	L		Op1185
WA5_RS09420	WA5_RS09420	NC_020519.1		1995779	1996072	-	anion permease	P		Op1186
WA5_RS09425	WA5_RS09425	NC_020519.1	WA5_1818	1996105	1996539	+	glycerate kinase	G		Op1187
WA5_RS09435	WA5_RS09435	NC_020519.1	WA5_1819	1996767	1997114	+	hypothetical protein	X	Q8NPC0	Op1188
WA5_RS09440	WA5_RS09440	NC_020519.1	WA5_1820	1997167	1997505	+	hypothetical protein	X	R0HWF2	Op1189
WA5_RS09445	WA5_RS09445	NC_020519.1	WA5_1821	1997544	1998242	+	pyrimidine reductase family protein	H	Q8NPB8	Op1189
WA5_RS09450	aftC	NC_020519.1	WA5_1822	1998288	1999544	+	arabinofuranan 3-O-arabinosyltransferase	S		Op1190
WA5_RS09455	msrB	NC_020519.1	WA5_1823	1999541	1999951	+	peptide-methionine (R)-S-oxide reductase MsrB	O	R0HW71	Op1190
WA5_RS09460	WA5_RS09460	NC_020519.1	WA5_1824	2000517	2001215	-	chlorite dismutase family protein	S	Q8NPB5	Op1191
WA5_RS09465	WA5_RS09465	NC_020519.1	WA5_1825	2001497	2002114	+	DUF3000 domain-containing protein	S	A0A1L6WFM0	Op1192
WA5_RS09470	WA5_RS09470	NC_020519.1	WA5_1826	2002125	2003336	+	ribonuclease D	J		Op1192
WA5_RS09475	dxs	NC_020519.1	WA5_1827	2003398	2005308	-	1-deoxy-D-xylulose-5-phosphate synthase	H	Q8NPB2	Op1193
WA5_RS09480	WA5_RS09480	NC_020519.1	WA5_1828	2005458	2006696	-	class I SAM-dependent RNA methyltransferase	J	Q6M4B7	Op1194
WA5_RS09485	WA5_RS09485	NC_020519.1	WA5_1829	2006773	2007636	-	DUF3710 domain-containing protein	S	A0A0U4XW15	Op1195
WA5_RS09490	dut	NC_020519.1	WA5_1830	2007734	2008183	-	dUTP diphosphatase	F	A0A0S2T5Q5	Op1196
WA5_RS09495	WA5_RS09495	NC_020519.1	WA5_1831	2008249	2008800	+	DUF3093 domain-containing protein	S	A0A1Q6C050	Op1197
WA5_RS09500	WA5_RS09500	NC_020519.1	WA5_1832	2008872	2009081	-	hypothetical protein	S	A0A1B4WLY0	Op1198
WA5_RS09505	WA5_RS09505	NC_020519.1	WA5_1833	2009276	2009569	-	DUF4193 domain-containing protein	S	R0HW83	Op1199
WA5_RS09510	WA5_RS09510	NC_020519.1	WA5_1834	2009720	2010562	-	inositol monophosphatase	G		Op1200
WA5_RS09515	ppgK	NC_020519.1	WA5_1835	2010632	2011384	+	polyphosphate glucokinase	G		Op1201
WA5_RS09520	WA5_RS09520	NC_020519.1	WA5_1836	2011874	2013358	+	RNA polymerase sigma factor	K		Op1202
WA5_RS09525	WA5_RS09525	NC_020519.1	WA5_1837	2014158	2015495	-	DUF418 domain-containing protein	S	Q8NPA2	Op1203
WA5_RS09530	WA5_RS09530	NC_020519.1	WA5_1838	2015581	2016120	-	hypothetical protein	-	R0HWH0	Op1204
WA5_RS09535	WA5_RS09535	NC_020519.1	WA5_1839	2016253	2017965	-	DEAD/DEAH box helicase	L	A0A0S2T5E3	Op1205
WA5_RS09540	WA5_RS09540	NC_020519.1	WA5_1840	2017962	2018201	-	DUF3039 domain-containing protein	S	R0J9A2	Op1205
WA5_RS09545	WA5_RS09545	NC_020519.1	WA5_1841	2018259	2018756	+	DUF3099 domain-containing protein	S	A0A1C7F268	Op1206
WA5_RS09550	WA5_RS09550	NC_020519.1	WA5_1842	2018749	2020278	+	class I SAM-dependent methyltransferase	J	A0A0U4YQH2	Op1206
WA5_RS09555	dtd	NC_020519.1	WA5_1843	2020292	2020726	+	D-aminoacyl-tRNA deacylase	J	A0A1Q6BIJ8	Op1206
WA5_RS09560	WA5_RS09560	NC_020519.1	WA5_1844	2020853	2021848	+	sigma-70 family RNA polymerase sigma factor	K	H7C695	Op1207
WA5_RS09565	WA5_RS09565	NC_020519.1	WA5_1845	2022265	2022951	+	MarR family transcriptional regulator	K	A0A7I8ALI8	Op1208
WA5_RS09570	galE	NC_020519.1	WA5_1846	2022958	2023947	+	UDP-glucose 4-epimerase GalE	M	Q45291	Op1208
WA5_RS09575	WA5_RS09575	NC_020519.1	WA5_1847	2023944	2025077	-	DUF4192 domain-containing protein	S		Op1209
WA5_RS09580	WA5_RS09580	NC_020519.1	WA5_1848	2025422	2026381	+	PAC2 family protein	S	Q8NP93	Op1210
WA5_RS09585	WA5_RS09585	NC_020519.1	WA5_1849	2026505	2029045	+	DEAD/DEAH box helicase	L		Op1211
WA5_RS09590	WA5_RS09590	NC_020519.1	WA5_1850	2029176	2030159	+	hydrogen peroxide-inducible genes activator	K	Q8NP91	Op1212
WA5_RS09595	WA5_RS09595	NC_020519.1	WA5_1851	2030273	2031364	-	DUF2189 domain-containing protein	-	Q8NP90	Op1213
WA5_RS09600	hrpA	NC_020519.1	WA5_1852	2031477	2035385	+	ATP-dependent RNA helicase HrpA	L	Q8NP89	Op1214
WA5_RS09605	nrdR	NC_020519.1	WA5_1853	2035427	2035879	-	transcriptional regulator NrdR	K	R0HWI6	Op1215
WA5_RS16520	WA5_RS16520	NC_020519.1		2035986	2036408	-	hypothetical protein	-		Op1216
WA5_RS09615	lexA	NC_020519.1	WA5_1855	2036748	2037509	+	transcriptional repressor LexA	K	R0J9C2	Op1217
WA5_RS09620	WA5_RS09620	NC_020519.1	WA5_1856	2037814	2038593	+	DeoR/GlpR family DNA-binding transcription regulator	K	Q8NP85	Op1218
WA5_RS09625	WA5_RS09625	NC_020519.1	WA5_1857	2038590	2039552	+	1-phosphofructokinase family hexose kinase	G	Q8NP84	Op1218
WA5_RS09630	ptsP	NC_020519.1	WA5_1858	2039614	2041320	-	phosphoenolpyruvate--protein phosphotransferase	G	Q8NP83	Op1219
WA5_RS09635	WA5_RS09635	NC_020519.1	WA5_1859	2041727	2042521	+	DeoR/GlpR family DNA-binding transcription regulator	K		Op1220
WA5_RS09640	WA5_RS09640	NC_020519.1	WA5_1860	2042518	2043510	+	1-phosphofructokinase family hexose kinase	H	Q8NP81	Op1220
WA5_RS09645	WA5_RS09645	NC_020519.1	WA5_1861	2043507	2045573	+	fructose-specific PTS transporter subunit EIIC	G		Op1220
WA5_RS09650	WA5_RS09650	NC_020519.1	WA5_1862	2045761	2046030	+	HPr family phosphocarrier protein	G	R0HWC0	Op1221
WA5_RS09655	WA5_RS09655	NC_020519.1	WA5_1863	2046710	2047237	-	hypothetical protein	K		Op1222
WA5_RS09660	WA5_RS09660	NC_020519.1	WA5_1864	2047316	2048605	-	uracil-xanthine permease family protein	F	Q8NP77	Op1223
WA5_RS09665	hflX	NC_020519.1	WA5_1865	2048646	2050175	-	GTPase HflX	S	A0A1R4EZ61	Op1223
WA5_RS09670	WA5_RS09670	NC_020519.1	WA5_1866	2050350	2051108	+	hypothetical protein	-		Op1224
WA5_RS09675	WA5_RS09675	NC_020519.1	WA5_1867	2051305	2051844	+	hypothetical protein	-	A0A1Q6BIG6	Op1225
WA5_RS09680	dapF	NC_020519.1	WA5_1868	2051841	2052674	-	diaminopimelate epimerase	E	Q540H4	Op1226
WA5_RS09685	miaA	NC_020519.1	WA5_1869	2052680	2053585	-	tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA	J	Q8NP72	Op1226
WA5_RS09690	WA5_RS09690	NC_020519.1	WA5_1870	2053605	2054225	-	hypothetical protein	S		Op1226
